"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor","family_id","parent_id","name","bookkeeping","level","status","latitude","longitude","iso639P3code","description","markup_description","child_family_count","child_language_count","child_dialect_count","country_ids","glottocode","isocodes","macroarea"
158,"musq1240","d̠ʒ","chin1272","yes","new phoneme","voicing","very uncommon, recorded only in one word /kindʒadʒ/ 'englishman'","NA","musq1240","Musqueam","suttles2004musqueam","NA","NA","NA","NA","NA","sali1255","halk1245","Musqueam","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","musq1240","","North America"
158,"musq1240","f","stan1293","yes","new phoneme","no","NA","NA","musq1240","Musqueam","suttles2004musqueam","NA","NA","NA","NA","NA","sali1255","halk1245","Musqueam","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","musq1240","","North America"
158,"musq1240","ɣ","chin1272","yes","new phoneme","to be checked","very uncommon, exact phonetic articulation is not mentioned","NA","musq1240","Musqueam","suttles2004musqueam","NA","NA","NA","NA","NA","sali1255","halk1245","Musqueam","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","musq1240","","North America"
158,"musq1240","k","chin1272, stan1293","yes","new phoneme","no","very uncommon, appears in two native words and in baby-talk","NA","musq1240","Musqueam","suttles2004musqueam","NA","NA","NA","NA","NA","sali1255","halk1245","Musqueam","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","musq1240","","North America"
158,"musq1240","u","unknown","no","new phoneme","back vowels","phoneme appears mostly in loans, has no morphological role.","NA","musq1240","Musqueam","suttles2004musqueam","NA","NA","NA","NA","NA","sali1255","halk1245","Musqueam","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","musq1240","","North America"
159,"muss1246","ɡ","tokp1240","no","phonologization of allophone","no","uncommon. appears as allophone of /ɣ/ in native phonology","NA","muss1246","Mussau-Emira","brownie2007mussau","NA","Einav Levanon","NA","NA","NA","aust1307","stma1240","Mussau-Emira","False","language","definitely endangered",-1.44105,149.624,"emi",NA,NA,0,0,4,"PG","muss1246","emi","Papunesia"
160,"sout2857","k","bisl1239","no","other distributional change","no","appears in coda position only in loan words and onomatopeia","NA","sout2857","Nahavaq","dimock2009nahavaq","NA","Einav Levanon","NA","NA","NA","aust1307","sout3197","Nahavaq","False","language","definitely endangered",-16.5116,167.477,"sns",NA,NA,0,0,0,"VU","sout2857","sns","Papunesia"
161,"naka1262","n","kuan1248, tokp1240","yes","new phoneme","no","NA","NA","naka1262","Nakanai","chowning2016nakanai","NA","Einav Levanon","NA","NA","NA","aust1307","naka1266","Nakanai","False","language","safe",-5.59931,150.888,"nak",NA,NA,0,0,5,"PG","naka1262","nak","Papunesia"
161,"naka1262","ŋ","kuan1248, tokp1240","yes","new phoneme","no","NA","NA","naka1262","Nakanai","chowning2016nakanai","NA","Einav Levanon","NA","NA","NA","aust1307","naka1266","Nakanai","False","language","safe",-5.59931,150.888,"nak",NA,NA,0,0,5,"PG","naka1262","nak","Papunesia"
162,"nama1265","c","unknown","unknown","to be checked","to be checked","(loan,allo)","NA","nama1265","Nama","Beach1938","naq_SPA1979_phon.pdf","Steven Moran","NA","155","NA","khoe1240","nama1264","Nama","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","nama1265","","Africa"
162,"nama1265","f","unknown","yes","to be checked","to be checked","(loan)","NA","nama1265","Nama","Beach1938","naq_SPA1979_phon.pdf","Steven Moran","NA","155","NA","khoe1240","nama1264","Nama","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","nama1265","","Africa"
162,"nama1265","l","unknown","yes","to be checked","to be checked","(loan)","NA","nama1265","Nama","Beach1938","naq_SPA1979_phon.pdf","Steven Moran","NA","155","NA","khoe1240","nama1264","Nama","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","nama1265","","Africa"
163,"nava1243","xʷ","unknown","unknown","to be checked","to be checked","(loan,allo,free)","NA","nava1243","Navajo","SapirHoijer1967","nav_SPA1979_phon.pdf","Steven Moran","NA","66","NA","atha1245","west2810","Navajo","False","language","safe",36.2106,-110.082,"nav",NA,NA,0,0,0,"US","nava1243","nav","North America"
164,"naxi1245","f","mand1415","mostly","phonologization of allophone","to be checked","NA","NA","naxi1245","Naxi","michailovsky2006naxi","NA","Dmitry Nikolaev","NA","NA","NA","sino1245","nais1236","Naxi","False","language","safe",27.5,100,"nxq",NA,NA,0,0,3,"CN","naxi1245","nxq","Eurasia"
165,"ngka1235","ɡ","moro1289, nucl1622, indo1316","yes","new phoneme","no","voicing is a marginal feature in the language","NA","ngka1235","Ngkontar Ngkolmpu","carroll2016ngkolmpu","NA","Einav Levanon","NA","NA","NA","more1255","ngka1236","Ngkontar Ngkolmpu","False","language","definitely endangered",-8.87044,140.818,"kcd",NA,NA,0,0,0,"ID PG","ngka1235","kcd","Papunesia"
166,"nhan1238","aː","unknown","yes","new phoneme","to be checked","NA","NA","nhan1238","Nhanda","blevins2001nhanda","NA","Eitan Grossman","NA","NA","NA","pama1250","kart1249","Nhanda","False","language","critically endangered",-27.42523643,114.2680442,"nha",NA,NA,0,0,0,"AU","nhan1238","nha","Australia"
166,"nhan1238","e","stan1293","yes","new phoneme","unknown","NA","NA","nhan1238","Nhanda","blevins2001nhanda","NA","Eitan Grossman","NA","NA","NA","pama1250","kart1249","Nhanda","False","language","critically endangered",-27.42523643,114.2680442,"nha",NA,NA,0,0,0,"AU","nhan1238","nha","Australia"
166,"nhan1238","o","stan1293","yes","new phoneme","unknown","represents palatalization of s before {;', e}. However, the number of stems containing s","NA","nhan1238","Nhanda","blevins2001nhanda","NA","Eitan Grossman","NA","NA","NA","pama1250","kart1249","Nhanda","False","language","critically endangered",-27.42523643,114.2680442,"nha",NA,NA,0,0,0,"AU","nhan1238","nha","Australia"
166,"nhan1238","oː","unknown","yes","new phoneme","to be checked","NA","NA","nhan1238","Nhanda","blevins2001nhanda","NA","Eitan Grossman","NA","NA","NA","pama1250","kart1249","Nhanda","False","language","critically endangered",-27.42523643,114.2680442,"nha",NA,NA,0,0,0,"AU","nhan1238","nha","Australia"
167,"nucl1633","ɡ","stan1306","no","phonologization of allophone","no","appears as an allophone of /d/ in one postposition. Prenasalised /ŋg/ appears in native phonology.. Source language: Papuan Malay?","NA","nucl1633","Nimboran","may1997nimboran, anceaux2013nimboran","NA","Einav Levanon","NA","NA","NA","nimb1257","nimb1257","Nimboran","False","language","severely endangered",-2.5803,140.179,"nir",NA,NA,0,0,0,"ID","nucl1633","nir","Papunesia"
167,"nucl1633","t̠ʃ","stan1306","yes","new phoneme","affricate","Source language: Papuan Malay?","NA","nucl1633","Nimboran","may1997nimboran, anceaux2013nimboran","NA","Einav Levanon","NA","NA","NA","nimb1257","nimb1257","Nimboran","False","language","severely endangered",-2.5803,140.179,"nir",NA,NA,0,0,0,"ID","nucl1633","nir","Papunesia"
168,"noga1249","f","russ1263","yes","other distributional change","unknown","NA","NA","noga1249","Nogai","csato1998noghay, baskakov1996noghay","NA","Dmitry Nikolaev","NA","NA","NA","turk1311","sout2701","Nogai","False","language","definitely endangered",43.5917,46.6618,"nog",NA,NA,0,0,6,"KZ RU","noga1249","nog","Eurasia"
168,"noga1249","ts","russ1263","yes","other distributional change","unknown","NA","NA","noga1249","Nogai","csato1998noghay, baskakov1996noghay","NA","Dmitry Nikolaev","NA","NA","NA","turk1311","sout2701","Nogai","False","language","definitely endangered",43.5917,46.6618,"nog",NA,NA,0,0,6,"KZ RU","noga1249","nog","Eurasia"
168,"noga1249","t̠ʃ","russ1263","yes","other distributional change","unknown","NA","NA","noga1249","Nogai","csato1998noghay, baskakov1996noghay","NA","Dmitry Nikolaev","NA","NA","NA","turk1311","sout2701","Nogai","False","language","definitely endangered",43.5917,46.6618,"nog",NA,NA,0,0,6,"KZ RU","noga1249","nog","Eurasia"
169,"nort2697","f","unknown","yes","to be checked","to be checked","(loan)","NA","nort2697","North Azerbaijani","HouseholderLofti1965","aze_SPA1979_phon.pdf","Steven Moran","NA","187","NA","turk1311","mode1262","North Azerbaijani","False","language","safe",40.9777,46.4737,"azj",NA,NA,0,0,20,"AM AZ GE IR RU TR","nort2697","azj","Eurasia"
169,"nort2697","k","unknown","yes","to be checked","to be checked","(loan)","NA","nort2697","North Azerbaijani","HouseholderLofti1965","aze_SPA1979_phon.pdf","Steven Moran","NA","187","NA","turk1311","mode1262","North Azerbaijani","False","language","safe",40.9777,46.4737,"azj",NA,NA,0,0,20,"AM AZ GE IR RU TR","nort2697","azj","Eurasia"
170,"mans1258","ɡ","russ1263","yes","new phoneme","to be checked","NA","NA","mans1258","Northern Mansi","rombandejeva1989mansi, rombandejeva1973mansi, zhornik2019mansi","NA","Daria Zhornik","NA","NA","NA","ural1272","nort3271","Northern Mansi","False","language","definitely endangered",64.4118,61.344,"mns",NA,NA,0,0,4,"RU","mans1258","mns","Eurasia"
172,"bamb1262","d̠ʒ","egyp1254","yes","new phoneme","to be checked","Only affricate in the system. /tS/ is very rare and occurs in free variation with /S/","NA","bamb1262","Northern Mao (Bambassi)","ahland2012bambassi","NA","Eitan Grossman","NA","NA","NA","maoo1243","maoo1243","Bambassi","False","language","definitely endangered",9.82554,34.6522,"myf",NA,NA,0,0,2,"ET","bamb1262","myf","Africa"
173,"nuuc1236","ɔ","unknown","unknown","to be checked","to be checked","(limited,loan)","NA","nuuc1236","Nuu-chah-nulth","SapirMorris1939,SapirMorris1955,Jacobsen1969","noo_SPA1979_phon.pdf","Steven Moran","NA","70","NA","waka1280","noot1238","Nuu-chah-nulth","False","language","critically endangered",49.67,-126.67,"nuk",NA,NA,0,0,0,"US","nuuc1236","nuk","North America"
173,"nuuc1236","ɔː","unknown","unknown","to be checked","to be checked","(limited,loan)","NA","nuuc1236","Nuu-chah-nulth","SapirMorris1939,SapirMorris1955,Jacobsen1969","noo_SPA1979_phon.pdf","Steven Moran","NA","70","NA","waka1280","noot1238","Nuu-chah-nulth","False","language","critically endangered",49.67,-126.67,"nuk",NA,NA,0,0,0,"US","nuuc1236","nuk","North America"
173,"nuuc1236","qʷʼ","unknown","unknown","to be checked","to be checked","(loan,limited)","NA","nuuc1236","Nuu-chah-nulth","SapirMorris1939,SapirMorris1955,Jacobsen1969","noo_SPA1979_phon.pdf","Steven Moran","NA","70","NA","waka1280","noot1238","Nuu-chah-nulth","False","language","critically endangered",49.67,-126.67,"nuk",NA,NA,0,0,0,"US","nuuc1236","nuk","North America"
173,"nuuc1236","qʼ","unknown","unknown","to be checked","to be checked","(loan,limited)","NA","nuuc1236","Nuu-chah-nulth","SapirMorris1939,SapirMorris1955,Jacobsen1969","noo_SPA1979_phon.pdf","Steven Moran","NA","70","NA","waka1280","noot1238","Nuu-chah-nulth","False","language","critically endangered",49.67,-126.67,"nuk",NA,NA,0,0,0,"US","nuuc1236","nuk","North America"
173,"nuuc1236","χ","unknown","unknown","to be checked","to be checked","(loan,limited)","NA","nuuc1236","Nuu-chah-nulth","SapirMorris1939,SapirMorris1955,Jacobsen1969","noo_SPA1979_phon.pdf","Steven Moran","NA","70","NA","waka1280","noot1238","Nuu-chah-nulth","False","language","critically endangered",49.67,-126.67,"nuk",NA,NA,0,0,0,"US","nuuc1236","nuk","North America"
173,"nuuc1236","χʷ","unknown","unknown","to be checked","to be checked","(loan,limited)","NA","nuuc1236","Nuu-chah-nulth","SapirMorris1939,SapirMorris1955,Jacobsen1969","noo_SPA1979_phon.pdf","Steven Moran","NA","70","NA","waka1280","noot1238","Nuu-chah-nulth","False","language","critically endangered",49.67,-126.67,"nuk",NA,NA,0,0,0,"US","nuuc1236","nuk","North America"
174,"ocot1243","ɡ","stan1288","yes","new phoneme","no","NA","NA","ocot1243","Ocotepec Mixtec","alexander1988ocotepecmixtec","NA","Eitan Grossman","NA","NA","NA","otom1299","west2824","Ocotepec Mixtec","False","language","vulnerable",17.1823,-97.751,"mie",NA,NA,0,0,1,"MX","ocot1243","mie","North America"
174,"ocot1243","mb","stan1288","yes","new phoneme","no","NA","NA","ocot1243","Ocotepec Mixtec","alexander1988ocotepecmixtec","NA","Eitan Grossman","NA","NA","NA","otom1299","west2824","Ocotepec Mixtec","False","language","vulnerable",17.1823,-97.751,"mie",NA,NA,0,0,1,"MX","ocot1243","mie","North America"
174,"ocot1243","r","stan1288","yes","new phoneme","no","NA","NA","ocot1243","Ocotepec Mixtec","alexander1988ocotepecmixtec","NA","Eitan Grossman","NA","NA","NA","otom1299","west2824","Ocotepec Mixtec","False","language","vulnerable",17.1823,-97.751,"mie",NA,NA,0,0,1,"MX","ocot1243","mie","North America"
174,"ocot1243","ɾ","stan1288","yes","new phoneme","no","NA","NA","ocot1243","Ocotepec Mixtec","alexander1988ocotepecmixtec","NA","Eitan Grossman","NA","NA","NA","otom1299","west2824","Ocotepec Mixtec","False","language","vulnerable",17.1823,-97.751,"mie",NA,NA,0,0,1,"MX","ocot1243","mie","North America"
175,"ocot1242","l","stan1288","mostly","other distributional change","to be checked","no other rhotics or laterals","NA","ocot1242","Ocotepec","faarlund2012chiapaszoque","NA","Eitan Grossman","NA","NA","NA","mixe1284","copa1236","Ocotepec","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","ocot1242","","North America"
175,"ocot1242","r","stan1288","mostly","other distributional change","to be checked","No other rhotics or laterals","NA","ocot1242","Ocotepec","faarlund2012chiapaszoque","NA","Eitan Grossman","NA","NA","NA","mixe1284","copa1236","Ocotepec","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","ocot1242","","North America"
176,"kalm1243","ɕː","russ1263","yes","other distributional change","unknown","NA","NA","kalm1243","Oirad-Kalmyk","blasing2003kalmyk, say2009kalmyk","NA","Dmitry Nikolaev","NA","NA","NA","mong1329","oira1261","Oirad-Kalmyk","False","language","definitely endangered",46.566667,45.316667,"xal",NA,NA,0,0,20,"CN KZ MN RU","kalm1243","xal","Eurasia"
176,"kalm1243","f","russ1263","yes","other distributional change","unknown","NA","NA","kalm1243","Oirad-Kalmyk","blasing2003kalmyk, say2009kalmyk","NA","Dmitry Nikolaev","NA","NA","NA","mong1329","oira1261","Oirad-Kalmyk","False","language","definitely endangered",46.566667,45.316667,"xal",NA,NA,0,0,20,"CN KZ MN RU","kalm1243","xal","Eurasia"
176,"kalm1243","ʒ","russ1263","yes","other distributional change","unknown","NA","NA","kalm1243","Oirad-Kalmyk","blasing2003kalmyk, say2009kalmyk","NA","Dmitry Nikolaev","NA","NA","NA","mong1329","oira1261","Oirad-Kalmyk","False","language","definitely endangered",46.566667,45.316667,"xal",NA,NA,0,0,20,"CN KZ MN RU","kalm1243","xal","Eurasia"
177,"oira1263","b","dutc1256","yes","new phoneme","no","appears only in two loawords, in most loanwords b>w","NA","oira1263","Oirata","faust2006oirata","NA","Einav Levanon","NA","NA","NA","timo1261","fata1246","Oirata","False","language","definitely endangered",-8.09044,127.201,"oia",NA,NA,0,0,0,"ID","oira1263","oia","Papunesia"
178,"olut1240","b","stan1288","yes","new phoneme","to be checked","The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish.","NA","olut1240","Oluta Popoluca","zavala2000olutec","NA","Eitan Grossman","NA","NA","NA","mixe1284","mixe1286","Oluta Popoluca","False","language","severely endangered",17.8937,-94.8863,"plo",NA,NA,0,0,0,"MX","olut1240","plo","North America"
178,"olut1240","d","stan1288","yes","new phoneme","to be checked","The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish.","NA","olut1240","Oluta Popoluca","zavala2000olutec","NA","Eitan Grossman","NA","NA","NA","mixe1284","mixe1286","Oluta Popoluca","False","language","severely endangered",17.8937,-94.8863,"plo",NA,NA,0,0,0,"MX","olut1240","plo","North America"
178,"olut1240","f","stan1288","yes","new phoneme","no","The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish.","NA","olut1240","Oluta Popoluca","zavala2000olutec","NA","Eitan Grossman","NA","NA","NA","mixe1284","mixe1286","Oluta Popoluca","False","language","severely endangered",17.8937,-94.8863,"plo",NA,NA,0,0,0,"MX","olut1240","plo","North America"
178,"olut1240","ɡ","stan1288","yes","new phoneme","to be checked","The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish.","NA","olut1240","Oluta Popoluca","zavala2000olutec","NA","Eitan Grossman","NA","NA","NA","mixe1284","mixe1286","Oluta Popoluca","False","language","severely endangered",17.8937,-94.8863,"plo",NA,NA,0,0,0,"MX","olut1240","plo","North America"
178,"olut1240","l","stan1288","mostly","new phoneme","to be checked","The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words. Source language: Spanish?","NA","olut1240","Oluta Popoluca","zavala2000olutec","NA","Eitan Grossman","NA","NA","NA","mixe1284","mixe1286","Oluta Popoluca","False","language","severely endangered",17.8937,-94.8863,"plo",NA,NA,0,0,0,"MX","olut1240","plo","North America"
178,"olut1240","r","unknown","mostly","new phoneme","to be checked","The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words.","NA","olut1240","Oluta Popoluca","zavala2000olutec","NA","Eitan Grossman","NA","NA","NA","mixe1284","mixe1286","Oluta Popoluca","False","language","severely endangered",17.8937,-94.8863,"plo",NA,NA,0,0,0,"MX","olut1240","plo","North America"
178,"olut1240","ɾ","stan1288","mostly","new phoneme","to be checked","The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words. Source language: Spanish?","NA","olut1240","Oluta Popoluca","zavala2000olutec","NA","Eitan Grossman","NA","NA","NA","mixe1284","mixe1286","Oluta Popoluca","False","language","severely endangered",17.8937,-94.8863,"plo",NA,NA,0,0,0,"MX","olut1240","plo","North America"
179,"paez1247","ɾ","unknown","yes","to be checked","to be checked","(loan)","NA","paez1247","Páez","gerdel1973paez","NA","Steven Moran","NA","102","NA","","","Páez","False","language","vulnerable",2.61516,-76.3125,"pbb",NA,NA,0,0,2,"CO","paez1247","pbb","South America"
