"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor"
163,"nava1243","xʷ","unknown","unknown","to be checked","to be checked","(loan,allo,free)",NA,"nava1243","Navajo","SapirHoijer1967","nav_SPA1979_phon.pdf","Steven Moran",NA,66,NA
164,"naxi1245","f","mand1415","mostly","phonologization of allophone","to be checked",NA,NA,"naxi1245","Naxi","michailovsky2006naxi",NA,"Dmitry Nikolaev",NA,NA,NA
165,"ngka1235","ɡ","moro1289, nucl1622, indo1316","yes","new phoneme","no","voicing is a marginal feature in the language",NA,"ngka1235","Ngkontar Ngkolmpu","carroll2016ngkolmpu",NA,"Einav Levanon",NA,NA,NA
166,"nhan1238","aː","unknown","yes","new phoneme","to be checked",NA,NA,"nhan1238","Nhanda","blevins2001nhanda",NA,"Eitan Grossman",NA,NA,NA
166,"nhan1238","e","stan1293","yes","new phoneme","unknown",NA,NA,"nhan1238","Nhanda","blevins2001nhanda",NA,"Eitan Grossman",NA,NA,NA
166,"nhan1238","o","stan1293","yes","new phoneme","unknown","represents palatalization of s before {;', e}. However, the number of stems containing s",NA,"nhan1238","Nhanda","blevins2001nhanda",NA,"Eitan Grossman",NA,NA,NA
166,"nhan1238","oː","unknown","yes","new phoneme","to be checked",NA,NA,"nhan1238","Nhanda","blevins2001nhanda",NA,"Eitan Grossman",NA,NA,NA
167,"nucl1633","ɡ","stan1306","no","phonologization of allophone","no","appears as an allophone of /d/ in one postposition. Prenasalised /ŋg/ appears in native phonology.. Source language: Papuan Malay?",NA,"nucl1633","Nimboran","may1997nimboran, anceaux2013nimboran",NA,"Einav Levanon",NA,NA,NA
167,"nucl1633","t̠ʃ","stan1306","yes","new phoneme","affricate","Source language: Papuan Malay?",NA,"nucl1633","Nimboran","may1997nimboran, anceaux2013nimboran",NA,"Einav Levanon",NA,NA,NA
168,"noga1249","f","russ1263","yes","other distributional change","unknown",NA,NA,"noga1249","Nogai","csato1998noghay, baskakov1996noghay",NA,"Dmitry Nikolaev",NA,NA,NA
168,"noga1249","ts","russ1263","yes","other distributional change","unknown",NA,NA,"noga1249","Nogai","csato1998noghay, baskakov1996noghay",NA,"Dmitry Nikolaev",NA,NA,NA
168,"noga1249","t̠ʃ","russ1263","yes","other distributional change","unknown",NA,NA,"noga1249","Nogai","csato1998noghay, baskakov1996noghay",NA,"Dmitry Nikolaev",NA,NA,NA
169,"nort2697","f","unknown","yes","to be checked","to be checked","(loan)",NA,"nort2697","North Azerbaijani","HouseholderLofti1965","aze_SPA1979_phon.pdf","Steven Moran",NA,187,NA
169,"nort2697","k","unknown","yes","to be checked","to be checked","(loan)",NA,"nort2697","North Azerbaijani","HouseholderLofti1965","aze_SPA1979_phon.pdf","Steven Moran",NA,187,NA
170,"mans1258","ɡ","russ1263","yes","new phoneme","to be checked",NA,NA,"mans1258","Northern Mansi","rombandejeva1989mansi, rombandejeva1973mansi, zhornik2019mansi",NA,"Daria Zhornik",NA,NA,NA
172,"bamb1262","d̠ʒ","egyp1254","yes","new phoneme","to be checked","Only affricate in the system. /tS/ is very rare and occurs in free variation with /S/",NA,"bamb1262","Northern Mao (Bambassi)","ahland2012bambassi",NA,"Eitan Grossman",NA,NA,NA
173,"nuuc1236","ɔ","unknown","unknown","to be checked","to be checked","(limited,loan)",NA,"nuuc1236","Nuu-chah-nulth","SapirMorris1939,SapirMorris1955,Jacobsen1969","noo_SPA1979_phon.pdf","Steven Moran",NA,70,NA
173,"nuuc1236","ɔː","unknown","unknown","to be checked","to be checked","(limited,loan)",NA,"nuuc1236","Nuu-chah-nulth","SapirMorris1939,SapirMorris1955,Jacobsen1969","noo_SPA1979_phon.pdf","Steven Moran",NA,70,NA
173,"nuuc1236","qʷʼ","unknown","unknown","to be checked","to be checked","(loan,limited)",NA,"nuuc1236","Nuu-chah-nulth","SapirMorris1939,SapirMorris1955,Jacobsen1969","noo_SPA1979_phon.pdf","Steven Moran",NA,70,NA
173,"nuuc1236","qʼ","unknown","unknown","to be checked","to be checked","(loan,limited)",NA,"nuuc1236","Nuu-chah-nulth","SapirMorris1939,SapirMorris1955,Jacobsen1969","noo_SPA1979_phon.pdf","Steven Moran",NA,70,NA
173,"nuuc1236","χ","unknown","unknown","to be checked","to be checked","(loan,limited)",NA,"nuuc1236","Nuu-chah-nulth","SapirMorris1939,SapirMorris1955,Jacobsen1969","noo_SPA1979_phon.pdf","Steven Moran",NA,70,NA
173,"nuuc1236","χʷ","unknown","unknown","to be checked","to be checked","(loan,limited)",NA,"nuuc1236","Nuu-chah-nulth","SapirMorris1939,SapirMorris1955,Jacobsen1969","noo_SPA1979_phon.pdf","Steven Moran",NA,70,NA
174,"ocot1243","ɡ","stan1288","yes","new phoneme","no",NA,NA,"ocot1243","Ocotepec Mixtec","alexander1988ocotepecmixtec",NA,"Eitan Grossman",NA,NA,NA
174,"ocot1243","mb","stan1288","yes","new phoneme","no",NA,NA,"ocot1243","Ocotepec Mixtec","alexander1988ocotepecmixtec",NA,"Eitan Grossman",NA,NA,NA
174,"ocot1243","r","stan1288","yes","new phoneme","no",NA,NA,"ocot1243","Ocotepec Mixtec","alexander1988ocotepecmixtec",NA,"Eitan Grossman",NA,NA,NA
174,"ocot1243","ɾ","stan1288","yes","new phoneme","no",NA,NA,"ocot1243","Ocotepec Mixtec","alexander1988ocotepecmixtec",NA,"Eitan Grossman",NA,NA,NA
175,"ocot1242","l","stan1288","mostly","other distributional change","to be checked","no other rhotics or laterals",NA,"ocot1242","Ocotepec","faarlund2012chiapaszoque",NA,"Eitan Grossman",NA,NA,NA
175,"ocot1242","r","stan1288","mostly","other distributional change","to be checked","No other rhotics or laterals",NA,"ocot1242","Ocotepec","faarlund2012chiapaszoque",NA,"Eitan Grossman",NA,NA,NA
176,"kalm1243","ɕː","russ1263","yes","other distributional change","unknown",NA,NA,"kalm1243","Oirad-Kalmyk","blasing2003kalmyk, say2009kalmyk",NA,"Dmitry Nikolaev",NA,NA,NA
176,"kalm1243","f","russ1263","yes","other distributional change","unknown",NA,NA,"kalm1243","Oirad-Kalmyk","blasing2003kalmyk, say2009kalmyk",NA,"Dmitry Nikolaev",NA,NA,NA
176,"kalm1243","ʒ","russ1263","yes","other distributional change","unknown",NA,NA,"kalm1243","Oirad-Kalmyk","blasing2003kalmyk, say2009kalmyk",NA,"Dmitry Nikolaev",NA,NA,NA
177,"oira1263","b","dutc1256","yes","new phoneme","no","appears only in two loawords, in most loanwords b>w",NA,"oira1263","Oirata","faust2006oirata",NA,"Einav Levanon",NA,NA,NA
178,"olut1240","b","stan1288","yes","new phoneme","to be checked","The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish.",NA,"olut1240","Oluta Popoluca","zavala2000olutec",NA,"Eitan Grossman",NA,NA,NA
178,"olut1240","d","stan1288","yes","new phoneme","to be checked","The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish.",NA,"olut1240","Oluta Popoluca","zavala2000olutec",NA,"Eitan Grossman",NA,NA,NA
178,"olut1240","f","stan1288","yes","new phoneme","no","The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish.",NA,"olut1240","Oluta Popoluca","zavala2000olutec",NA,"Eitan Grossman",NA,NA,NA
178,"olut1240","ɡ","stan1288","yes","new phoneme","to be checked","The sounds /b/, /d/, /g/ and /f/, which are not listed in the previous chart, only occur in borrowed words from Spanish.",NA,"olut1240","Oluta Popoluca","zavala2000olutec",NA,"Eitan Grossman",NA,NA,NA
178,"olut1240","l","stan1288","mostly","new phoneme","to be checked","The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words. Source language: Spanish?",NA,"olut1240","Oluta Popoluca","zavala2000olutec",NA,"Eitan Grossman",NA,NA,NA
178,"olut1240","r","unknown","mostly","new phoneme","to be checked","The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words.",NA,"olut1240","Oluta Popoluca","zavala2000olutec",NA,"Eitan Grossman",NA,NA,NA
178,"olut1240","ɾ","stan1288","mostly","new phoneme","to be checked","The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words. Source language: Spanish?",NA,"olut1240","Oluta Popoluca","zavala2000olutec",NA,"Eitan Grossman",NA,NA,NA
179,"paez1247","ɾ","unknown","yes","to be checked","to be checked","(loan)",NA,"paez1247","Páez","gerdel1973paez",NA,"Steven Moran",NA,102,NA
180,"paiw1248","h","nucl1643","yes","new phoneme","no",NA,NA,"paiw1248","Paiwan","ferrell1982paiwan, chang2006paiwan",NA,"Eitan Grossman",NA,NA,NA
181,"para1311","ð","unknown","yes","to be checked","to be checked","(loan)",NA,"para1311","Paraguayan Guaraní","GregoresSuarez1967,Lunt1973,Uldall1956","gug_SPA1979_phon.pdf","Steven Moran",NA,119,NA
181,"para1311","f","unknown","yes","to be checked","to be checked","(loan)",NA,"para1311","Paraguayan Guaraní","GregoresSuarez1967,Lunt1973,Uldall1956","gug_SPA1979_phon.pdf","Steven Moran",NA,119,NA
181,"para1311","ɣʷ","unknown","yes","to be checked","to be checked","(loan)",NA,"para1311","Paraguayan Guaraní","GregoresSuarez1967,Lunt1973,Uldall1956","gug_SPA1979_phon.pdf","Steven Moran",NA,119,NA
181,"para1311","l","unknown","yes","to be checked","to be checked","(loan)",NA,"para1311","Paraguayan Guaraní","GregoresSuarez1967,Lunt1973,Uldall1956","gug_SPA1979_phon.pdf","Steven Moran",NA,119,NA
181,"para1311","ʎ","unknown","yes","to be checked","to be checked","(loan)",NA,"para1311","Paraguayan Guaraní","GregoresSuarez1967,Lunt1973,Uldall1956","gug_SPA1979_phon.pdf","Steven Moran",NA,119,NA
181,"para1311","r","unknown","yes","to be checked","to be checked","(loan)",NA,"para1311","Paraguayan Guaraní","GregoresSuarez1967,Lunt1973,Uldall1956","gug_SPA1979_phon.pdf","Steven Moran",NA,119,NA
181,"para1311","t̠ʃ","unknown","yes","to be checked","to be checked","(loan)",NA,"para1311","Paraguayan Guaraní","GregoresSuarez1967,Lunt1973,Uldall1956","gug_SPA1979_phon.pdf","Steven Moran",NA,119,NA
181,"para1311","xʷ","unknown","yes","to be checked","to be checked","(loan)",NA,"para1311","Paraguayan Guaraní","GregoresSuarez1967,Lunt1973,Uldall1956","gug_SPA1979_phon.pdf","Steven Moran",NA,119,NA
182,"pina1252","nd","enga1252","yes","new phoneme","prenasalized","appers only in names and place names",NA,"pina1252","Pinai-Hagahai","melliger2003pinai",NA,"Einav Levanon",NA,NA,NA
182,"pina1252","ŋɡ","enga1252","yes","new phoneme","prenasalized","appers only in names and place names",NA,"pina1252","Pinai-Hagahai","melliger2003pinai",NA,"Einav Levanon",NA,NA,NA
183,"pipi1250","b","stan1288","yes","new phoneme","to be checked","no voiced obstruents in the native inventory",NA,"pipi1250","Pipil","campbell1985pipil",NA,"Eitan Grossman",NA,NA,NA
183,"pipi1250","d","stan1288","yes","new phoneme","to be checked","simoo 'cement' from French. Many others stems with s are non-basic vocabulary for",NA,"pipi1250","Pipil","campbell1985pipil",NA,"Eitan Grossman",NA,NA,NA
183,"pipi1250","f","stan1288","yes","new phoneme","to be checked","comb' versus sambu, sombu 'lift (child to chest)'.",NA,"pipi1250","Pipil","campbell1985pipil",NA,"Eitan Grossman",NA,NA,NA
183,"pipi1250","ɡ","stan1288","yes","new phoneme","to be checked","which loanword origins may be suspected. A partial minimal pair is sombu 'wooden",NA,"pipi1250","Pipil","campbell1985pipil",NA,"Eitan Grossman",NA,NA,NA
184,"pure1242","b","unknown","yes","to be checked","to be checked","(loan)",NA,"pure1242","Purepecha","Foster1969","tsz_SPA1979_phon.pdf","Steven Moran",NA,87,NA
184,"pure1242","d","unknown","yes","to be checked","to be checked","(loan)",NA,"pure1242","Purepecha","Foster1969","tsz_SPA1979_phon.pdf","Steven Moran",NA,87,NA
184,"pure1242","f","unknown","yes","to be checked","to be checked","(loan)",NA,"pure1242","Purepecha","Foster1969","tsz_SPA1979_phon.pdf","Steven Moran",NA,87,NA
184,"pure1242","ɡ","unknown","yes","to be checked","to be checked","(loan)",NA,"pure1242","Purepecha","Foster1969","tsz_SPA1979_phon.pdf","Steven Moran",NA,87,NA
184,"pure1242","l","unknown","yes","to be checked","to be checked","(loan)",NA,"pure1242","Purepecha","Foster1969","tsz_SPA1979_phon.pdf","Steven Moran",NA,87,NA
184,"pure1242","ɲ","unknown","yes","to be checked","to be checked","(loan)",NA,"pure1242","Purepecha","Foster1969","tsz_SPA1979_phon.pdf","Steven Moran",NA,87,NA
185,"chal1275","ðˤ","unknown","yes","to be checked","to be checked",NA,NA,"chal1275","Qaraqosh Neo-Aramaic (Christian NENA)","khan2002qaraqosh",NA,"KurdistanDB",NA,NA,NA
185,"chal1275","ɸ","unknown","yes","to be checked","to be checked",NA,NA,"chal1275","Qaraqosh Neo-Aramaic (Christian NENA)","khan2002qaraqosh",NA,"KurdistanDB",NA,NA,NA
185,"chal1275","t̠ʃ","unknown","yes","to be checked","to be checked",NA,NA,"chal1275","Qaraqosh Neo-Aramaic (Christian NENA)","khan2002qaraqosh",NA,"KurdistanDB",NA,NA,NA
186,"quil1240","ɡ","stan1293","yes","new phoneme","no","All words with g seem to be loanwords, although one is uncertain.",NA,"quil1240","Quileute","powell1976quileute",NA,"Eitan Grossman","originally 1974, check in pdfs?",NA,NA
186,"quil1240","m","stan1293","yes","new phoneme","to be checked","The language dislikes nasals very much",NA,"quil1240","Quileute","powell1976quileute",NA,"Eitan Grossman","originally 1974, check in pdfs?",NA,NA
187,"rama1270","t̠ʃ","misk1243","unknown","new phoneme","to be checked",NA,NA,"rama1270","Rama","grinevald1990rama",NA,"Eitan Grossman",NA,NA,NA
187,"rama1270","z","misk1243","unknown","new phoneme","to be checked",NA,NA,"rama1270","Rama","grinevald1990rama",NA,"Eitan Grossman",NA,NA,NA
188,"rian1263","ʈ","kima1246","no","unknown","retroflex","marginal phoneme, may be due to loans",NA,"rian1263","Riantana","choi2015riantana",NA,"Einav Levanon",NA,NA,NA
189,"saba1265","ɡ","unknown","yes","to be checked","to be checked","(loan)",NA,"saba1265","Sa'ban","Clayre1973","snv_SPA1979_phon.pdf","Steven Moran",NA,34,NA
190,"saek1240","f","laoo1244, thai1261","yes","new phoneme","to be checked",NA,NA,"saek1240","Saek","gedney1993saek",NA,"Chingduang Yurayong",NA,NA,NA
191,"yaku1245","f","unknown","yes","to be checked","to be checked","(loan)",NA,"yaku1245","Sakha","Krueger1962,Bohtlingk1964","sah_SPA1979_phon.pdf","Steven Moran",NA,190,NA
191,"yaku1245","p","unknown","unknown","to be checked","to be checked","(limited,loan)",NA,"yaku1245","Sakha","Krueger1962,Bohtlingk1964","sah_SPA1979_phon.pdf","Steven Moran",NA,190,NA
191,"yaku1245","ʃ","unknown","unknown","to be checked","to be checked","(loan,limited)",NA,"yaku1245","Sakha","Krueger1962,Bohtlingk1964","sah_SPA1979_phon.pdf","Steven Moran",NA,190,NA
191,"yaku1245","v","unknown","yes","to be checked","to be checked","(loan)",NA,"yaku1245","Sakha","Krueger1962,Bohtlingk1964","sah_SPA1979_phon.pdf","Steven Moran",NA,190,NA
191,"yaku1245","z","unknown","yes","to be checked","to be checked","(loan)",NA,"yaku1245","Sakha","Krueger1962,Bohtlingk1964","sah_SPA1979_phon.pdf","Steven Moran",NA,190,NA
191,"yaku1245","ʒ","unknown","yes","to be checked","to be checked","(loan)",NA,"yaku1245","Sakha","Krueger1962,Bohtlingk1964","sah_SPA1979_phon.pdf","Steven Moran",NA,190,NA
192,"sanm1295","ɣ","stan1288","yes","to be checked","to be checked","deleted with some speakers",NA,"sanm1295","San Miguel El Grande Mixtec","macaulay1996chalcatongomixtec",NA,"Elad Eisen",NA,NA,NA
192,"sanm1295","p","stan1288","yes","to be checked","to be checked",NA,NA,"sanm1295","San Miguel El Grande Mixtec","macaulay1996chalcatongomixtec",NA,"Elad Eisen",NA,NA,NA
192,"sanm1295","ɸʷ","stan1288","yes","to be checked","to be checked","occurs at least once and corresponds to Spanish [fw] (fuerza), may be analyzed as loaned [ɸ] + native [w]? only native bilabial phoneme in the dialect is /b/, which has the regular intervocallic allophone [β], and an allophone [][ɸʷ] documented once. no [f]/[v]",NA,"sanm1295","San Miguel El Grande Mixtec","macaulay1996chalcatongomixtec",NA,"Elad Eisen",NA,NA,NA
193,"sana1291","ħ","unknown","yes","to be checked","to be checked",NA,NA,"sana1291","Sanandaj","khan2009sanandaj",NA,"KurdistanDB",NA,NA,NA
193,"sana1291","rː","unknown","yes","to be checked","to be checked",NA,NA,"sana1291","Sanandaj","khan2009sanandaj",NA,"KurdistanDB",NA,NA,NA
193,"sana1291","t̠ʃ","unknown","yes","to be checked","to be checked",NA,NA,"sana1291","Sanandaj","khan2009sanandaj",NA,"KurdistanDB",NA,NA,NA
193,"sana1291","zˤ","unknown","yes","to be checked","to be checked",NA,NA,"sana1291","Sanandaj","khan2009sanandaj",NA,"KurdistanDB",NA,NA,NA
194,"sand1270","ɪ","mand1415","yes","to be checked","to be checked","the authors consider it to be an allophone of /i/",NA,"sand1270","Sandong","wei2008sandong",NA,"Elad Eisen",NA,NA,NA
194,"sand1270","pʷ","mand1415","yes","to be checked","to be checked","native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants",NA,"sand1270","Sandong","wei2008sandong",NA,"Elad Eisen",NA,NA,NA
194,"sand1270","pʷʰ","mand1415","no","to be checked","to be checked","only for spelling the family name Pan or for spelling this syllable in modern Chinese loan words. native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants",NA,"sand1270","Sandong","wei2008sandong",NA,"Elad Eisen",NA,NA,NA
194,"sand1270","sʷ","mand1415","yes","to be checked","to be checked","native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants",NA,"sand1270","Sandong","wei2008sandong",NA,"Elad Eisen",NA,NA,NA
194,"sand1270","tsʲʰ","mand1415","yes","to be checked","to be checked","native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants",NA,"sand1270","Sandong","wei2008sandong",NA,"Elad Eisen",NA,NA,NA
194,"sand1270","tsʷ","mand1415","yes","to be checked","to be checked","native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants",NA,"sand1270","Sandong","wei2008sandong",NA,"Elad Eisen",NA,NA,NA
194,"sand1270","tsʷʰ","mand1415","yes","to be checked","to be checked","native (sizable) phoneme inventory includes [p ts s], as well as aspirated, palatalized and labialized consonants",NA,"sand1270","Sandong","wei2008sandong",NA,"Elad Eisen",NA,NA,NA
195,"saqi1238","d̠ʒ","unknown","yes","to be checked","to be checked",NA,NA,"saqi1238","Saqiz","israeli1998saqiz",NA,"KurdistanDB",NA,NA,NA
195,"saqi1238","f","unknown","yes","to be checked","to be checked",NA,NA,"saqi1238","Saqiz","israeli1998saqiz",NA,"KurdistanDB",NA,NA,NA
195,"saqi1238","ɣ","unknown","yes","to be checked","to be checked",NA,NA,"saqi1238","Saqiz","israeli1998saqiz",NA,"KurdistanDB",NA,NA,NA
